Nom du club,Adresse email,Niveau,Région,Département ,Contacté,Relance,Réponse,Choix,Infos club,Consignes données ,URL FFHB
"Hbc Du Pays De Chataigneraie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-du-pays-de-chataigneraie/
"Hbc Du Pays De Sille",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-du-pays-de-sille/
"Hbc Durtal",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-durtal/
"Hbc Echirolles Eybens",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-echirolles-eybens/
"Hbc Ecouche",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-ecouche/
"Hbc Escoubes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-escoubes/
"Hbc Espoir Haute Vallee De L Aude",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-espoir-haute-vallee-de-l-aude/
HBC Eu,,,Normandie,Seine-Maritime,Non,,,,,,
"Hbc Eybens",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-eybens/
"Hbc Fessenheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fessenheim/
"Hbc Fleury Merogis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fleury-merogis/
"Hbc Fontenaisien",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fontenaisien/
HBC Foucarmont et ses Environs,,,Normandie,Seine-Maritime,Non,,,,,,
"Hbc Fougerolles St Loup Aillev",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fougerolles-st-loup-aillev/
"Hbc Fraisans",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fraisans/
"Hbc Franois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-franois/
"Hbc Fumay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fumay/
HBC Fumelois,,,Nouvelle-Aquitaine,Lot-et-Garonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-fumelois/
"Hbc Gaillon Aubevoye",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gaillon-aubevoye/
"Hbc Gasny",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gasny/
"Hbc Gessien Ferney Voltaire",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gessien-ferney-voltaire/
"Hbc Gilley",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gilley/
"Hbc Grand Fort Philippe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-grand-fort-philippe/
"Hbc Grandvillars",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-grandvillars/
"Hbc Guemene Penfao",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-guemene-penfao/
"Hbc Guesnain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-guesnain/
"Hbc Gueugnon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gueugnon/
"Hbc Gylois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-gylois/
"Hbc Haut Leon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-haut-leon/
"Hbc Hautes Rivieres",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-hautes-rivieres/
"Hbc Henrichemont",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-henrichemont/
"Hbc Herblinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-herblinois/
"Hbc Horbourg Wihr",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-horbourg-wihr/
"Hbc Houplines",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-houplines/
"Hbc Intercommunal De La Saone",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-intercommunal-de-la-saone/
"Hbc Izegem",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-izegem/
HBC Izonnais,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-izonnais/
"Hbc Kingersheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-kingersheim/
"Hbc La Basseen",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-la-basseen/
"Hbc La Filliere",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-la-filliere/
"Hbc La Foug",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-la-foug/
"Hbc La Therouanne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-la-therouanne/
"Hbc La Tour",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-la-tour/
"Hbc Langeac",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-langeac/
"Hbc Langogne Lafayette",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-langogne-lafayette/
"Hbc Laroquebrou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-laroquebrou/
"Hbc Le Neubourg",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-le-neubourg/
"Hbc Les Handiables",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-les-handiables/
"Hbc Les Pieux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-les-pieux/
"Hbc Lezay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lezay/
HBC Libourne,,National,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-libourne/
HBC Limours,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-limours/
"Hbc Limouxin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-limouxin/
"Hbc Lisle Sur Tarn",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lisle-sur-tarn/
HBC Lisses,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lisses/
"Hbc Loire Layon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-loire-layon/
HBC Londinières,,,Normandie,Seine-Maritime,Non,,,,,,
"Hbc Loriol",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-loriol/
"Hbc Lorris",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lorris/
"Hbc Loudes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-loudes/
"Hbc Loue",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-loue/
"Hbc Loulay Vendee Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-loulay-vendee-handball/
"Hbc Luconnais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-luconnais/
"Hbc Lucq De Bearn",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lucq-de-bearn/
"Hbc Lure Villers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-lure-villers/
"Hbc Maine De Boixe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-maine-de-boixe/
"Hbc Malesherbes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-malesherbes/
"Hbc Mamers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mamers/
"Hbc Marignier",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-marignier/
"Hbc Marmandais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-marmandais/
"Hbc Marnaysien",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-marnaysien/
"Hbc Massylvain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-massylvain/
"Hbc Mauronnais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mauronnais/
"Hbc Meursault",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-meursault/
"Hbc Mezois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mezois/
"Hbc Mhand Allaz",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mhand-allaz/
"Hbc Michelais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-michelais/
"Hbc Mjc Rieumes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mjc-rieumes/
"Hbc Mont Mercure",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mont-mercure/
"Hbc Montacutain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montacutain/
"Hbc Montataire",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montataire/
"Hbc Montechois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montechois/
"Hbc Montigny En Gohelle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montigny-en-gohelle/
"Hbc Montois La Montagne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montois-la-montagne/
"Hbc Montreuillois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-montreuillois/
"Hbc Mulsanne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mulsanne/
"Hbc Municipal St Polois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-municipal-st-polois/
"Hbc Murat",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-murat/
"Hbc Mussidan",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-mussidan/
"Hbc Nancy Sluc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-nancy-sluc/
"Hbc Nantais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-nantais/
"Hbc Nieppe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-nieppe/
"Hbc Noidans",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-noidans/
"Hbc Noyal Muzillac",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-noyal-muzillac/
"Hbc Noyelles Godault",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-noyelles-godault/
"Hbc Noyonnais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-noyonnais/
"Hbc Oloron",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-oloron/
"Hbc Orcinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-orcinois/
"Hbc Pamiers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pamiers/
HBC Pays Castillonnais,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-castillonnais/
"Hbc Pays De Beynat",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-de-beynat/
"Hbc Pays De La Claie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-de-la-claie/
"Hbc Pays De Larche",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-de-larche/
"Hbc Pays De Loiron",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-de-loiron/
"Hbc Pays De Meslay Grez",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-de-meslay-grez/
"Hbc Pays Rochois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pays-rochois/
"Hbc Pennautier",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pennautier/
"Hbc Pfastatt",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pfastatt/
"Hbc Pins Justaret Villate",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pins-justaret-villate/
"Hbc Pithiviers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pithiviers/
"Hbc Pk One",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pk-one/
"Hbc Planais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-planais/
"Hbc Pleneen",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pleneen/
"Hbc Pleslin Trigavou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pleslin-trigavou/
"Hbc Pleyben",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pleyben/
"Hbc Plomodiern",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-plomodiern/
"Hbc Plouenan",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-plouenan/
"Hbc Plouneour Trez",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-plouneour-trez/
"Hbc Pont De Buis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pont-de-buis/
"Hbc Pontailler Mirebeau",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pontailler-mirebeau/
"Hbc Pontailler Saone",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pontailler-saone/
"Hbc Pornic",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pornic/
"Hbc Pugetois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-pugetois/
"Hbc Quimperle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-quimperle/
"Hbc Quingey Val De Loue",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-quingey-val-de-loue/
"Hbc R Kistreberh",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-r-kistreberh/
"Hbc Raillencourt Ste Olle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-raillencourt-ste-olle/
"Hbc Region Cleguerec",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-region-cleguerec/
"Hbc Revel",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-revel/
"Hbc Ribeauville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-ribeauville/
"Hbc Riomois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-riomois/
"Hbc Rives De L Ain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-rives-de-l-ain/
"Hbc Rivesaltes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-rivesaltes/
"Hbc Roumois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-roumois/
"Hbc Sable",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sable/
"Hbc Saint Charles Haucourt",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-charles-haucourt/
"Hbc Saint Germinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-germinois/
"Hbc Saint Maximin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-maximin/
"Hbc Saint Paulois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-paulois/
"Hbc Saint Pierre Chamoux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-pierre-chamoux/
"Hbc Saint Pierre Montrevault",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-pierre-montrevault/
"Hbc Saint Sulpice 81",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saint-sulpice-81/
"Hbc Sainte Scolasse Sur Sarthe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sainte-scolasse-sur-sarthe/
"Hbc Sallanches",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sallanches/
"Hbc Sannois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sannois/
"Hbc Sanvignes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sanvignes/
"Hbc Saugues",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-saugues/
"Hbc Sautron",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sautron/
"Hbc Savino Chapelain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-savino-chapelain/
"Hbc Semur En Auxois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-semur-en-auxois/
"Hbc Sens",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sens/
"Hbc Sommierois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-sommierois/
"Hbc Spay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-spay/
"Hbc St Donat",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-st-donat/
"Hbc St Gereon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-st-gereon/
"Hbc St Julien Chapteuil",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-st-julien-chapteuil/
"Hbc Suze La Rousse",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-suze-la-rousse/
"Hbc Talant",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-talant/
HBC Teichois,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-teichois/
"Hbc Thann Steinbach",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-thann-steinbach/
"Hbc Theys",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-theys/
"Hbc Thierrypontain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-thierrypontain/
"Hbc Thourotte",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-thourotte/
"Hbc Toury",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-toury/
"Hbc Ungersheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-ungersheim/
"Hbc Val Dabondance",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-val-dabondance/
"Hbc Val De Lognon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-val-de-lognon/
"Hbc Val De Saone",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-val-de-saone/
HBC Val de Seine,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-val-de-seine/
"Hbc Valentigney Mandeure",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-valentigney-mandeure/
"Hbc Vallee De Larmance",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-vallee-de-larmance/
"Hbc Varois Arc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-varois-arc/
"Hbc Vendeuvre",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-vendeuvre/
"Hbc Vieux Conde",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-vieux-conde/
"Hbc Vigneux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-vigneux/
"Hbc Villabe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-villabe/
"Hbc Villefranche De Lauragais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-villefranche-de-lauragais/
"Hbc Villeneuve La Garenne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-villeneuve-la-garenne/
"Hbc Villeneuve Sur Lot",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-villeneuve-sur-lot/
"Hbc Villeneuvois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-villeneuvois/
"Hbc Vouziers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-vouziers/
"Hbc Wambrechies",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-wambrechies/
"Hbc Wintzenheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-wintzenheim/
"Hbc Ydes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-ydes/
HBC Yvetotais,,,Normandie,Seine-Maritime,Non,,,,,,https://monclub.ffhandball.fr/clubs/hbc-yvetotais/
"Hbcb Entente Du Val Du Loir",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbcb-entente-du-val-du-loir/
"Hbl Lanrodec",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbl-lanrodec/
"Hbs Cassis Carnoux Roquefort La Bedoule",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbs-cassis-carnoux-roquefort-la-bedoule/
"Hbvn Soultzmatt",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hbvn-soultzmatt/
"Hc De Dembeni",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-de-dembeni/
"Hc De Dzoumogne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-de-dzoumogne/
"Hc De Mtsapere",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-de-mtsapere/
"Hc De Passamainty",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-de-passamainty/
"Hc Doujani",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-doujani/
"Hc La Bazoge",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-la-bazoge/
"Hc Labattoir",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-labattoir/
"Hc Nguizi Mtzamboro",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-nguizi-mtzamboro/
"Hc Select 976",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-select-976/
"Hc Standard Luxembourg",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-standard-luxembourg/
"Hc Village Neuf",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hc-village-neuf/
"Hce Koungou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hce-koungou/
"Hcmk Majicavo",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hcmk-majicavo/
"Hcsa Handball Club Sainte Anne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hcsa-handball-club-sainte-anne/
"Hcv Munster",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hcv-munster/
"Heandais Hand Ball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/heandais-hand-ball-club/
"Hem Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hem-handball-club/
"Henansal Erquy",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/henansal-erquy/
"Hennebont Lochrist Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hennebont-lochrist-hb/
"Heric Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/heric-handball/
"Hermine Clederoise Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hermine-clederoise-hb/
"Hermine Hb Locoal Mendon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hermine-hb-locoal-mendon/
"Hermine Kernic Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hermine-kernic-hb/
"Herserange Asc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/herserange-asc/
"Hettange Grande",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hettange-grande/
"Heyrieux Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/heyrieux-handball/
"Hilsenheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hilsenheim/
"Hirondelle St Yo Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hirondelle-st-yo-hb/
"Hochfelden Dettwiller",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hochfelden-dettwiller/
"Hoenheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hoenheim/
"Hoerdt",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hoerdt/
"Hombourg Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hombourg-handball-club/
"Homecourt Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/homecourt-handball/
"Hs Koungou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hs-koungou/
"Hsk Mahorais Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hsk-mahorais-club/
"Huttenheim Club Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/huttenheim-club-handball/
"Hyaok Hyehen",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hyaok-hyehen/
"Hyeres Feminin Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hyeres-feminin-handball/
"Hyeres Olympique Sport Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/hyeres-olympique-sport-handball/
"Ibm Paris Section Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ibm-paris-section-handball/
"Illkirch Graffenstaden",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/illkirch-graffenstaden/
"Inam Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/inam-handball/
"Ingwiller Bouxwiller",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ingwiller-bouxwiller/
"Intrepide Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/intrepide-handball-club/
Irisartarrak Handball,,National,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Non,,,,,,
"Irisartarrak Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/irisartarrak-hb/
"Isle Dabeau Sports Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/isle-dabeau-sports-handball/
Issy Handball Masculin,,,Île-de-France,Hauts-de-Seine,Non,,,,,,https://monclub.ffhandball.fr/clubs/issy-handball-masculin/
"Issy Paris Hand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/issy-paris-hand/
"Istres Provence Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/istres-provence-handball/
"Iteuil Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/iteuil-hb/
"J S Torcy",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/j-s-torcy/
"J3 Amilly Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/j3-amilly-handball/
"Ja Maiche",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ja-maiche/
"Ja Soulge Sur Ouette",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ja-soulge-sur-ouette/
Jacou Clapiers Le Crès Handball,,,Occitanie,Hérault,Non,,,,,,https://monclub.ffhandball.fr/clubs/jacou-clapiers-le-cres-handball/
"Jargeau Sport Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jargeau-sport-handball/
"Jarville Jeunes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jarville-jeunes-handball/
"Jaunay Clan Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jaunay-clan-handball/
"Jcm Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jcm-handball/
"Jda Dijon Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jda-dijon-handball/
"Jeanne D Arc Bruz",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/jeanne-d-arc-bruz/
